22.28	61.31	266.88	1399.85	0.05	0.05	2.90
22.44	60.95	248.52	1026.65	0.00	0.45	2.95
22.61	60.64	295.82	1209.35	2.00	6.15	6.15
22.82	60.45	417.71	881.60	0.35	3.90	3.90
23.04	59.85	459.84	761.55	1.00	1.35	1.35
23.21	60.01	927.60	729.10	0.55	1.85	3.35
23.40	59.75	1256.28	825.60	4.10	8.85	9.75
23.61	58.71	1354.25	774.65	1.60	4.25	6.20
23.79	57.72	838.60	677.00	1.15	2.65	3.75
